gene,direction,valence
Abhd6,UP,2.269265873851704
Oxsm,UP,2.2670932366483347
Edem1,UP,2.2604599664934786
Lrch1,UP,2.25807446566478
Cd180,UP,2.2555493438625227
Lrrc33,UP,2.253200484911121
Itpripl1,UP,2.2525959606173482
Zfp809,UP,2.2515713797208106
Siae,UP,2.248657616244411
Hltf,UP,2.2486030878286134
Slc35a5,UP,2.2481068330689076
D14Ertd668e,UP,2.2474782288323594
Galnt12,UP,2.2462496159848118
Slc15a4,UP,2.244224390827616
2010315B03Rik,UP,2.244046346170319
D15Ertd621e,UP,2.24296867503589
Plcl2,UP,2.2422756788422933
Dock2,UP,2.2378518146797317
Pmaip1,UP,2.2334570699831104
Lrrk1,UP,2.231647252641574
4930420K17Rik,UP,2.2316130059999035
A630001G21Rik,UP,2.2270296414782793
Cmtm7,UP,2.2267050528820844
Smap2,UP,2.226656085706578
Prdm9,UP,2.223913463936032
Fam111a,UP,2.222469932986225
Mapk14,UP,2.221280614936826
Ptprc,UP,2.2181004202149612
Med7,UP,2.217890285199648
Sh3tc1,UP,2.2162975166409047
Tanc2,UP,2.215591898920037
Fmnl1,UP,2.214732234832749
Irgm1,UP,2.214559056319777
Arhgef6,UP,2.2103096054636
Dok3,UP,2.2041507116934387
Mknk1,UP,2.203736525570152
Lrrc39,UP,2.203089530760272
Mut,UP,2.2005584149804718
Fzd4,UP,2.1983792637998967
Asb2,UP,2.1972355779606834
Slc16a6,UP,2.192442759385231
Sesn1,UP,2.1912919577918917
Atp6v1c1,UP,2.1909806117401422
Bcl6,UP,2.190742397718446
Dtx4,UP,2.1906539245298844
Ctsh,UP,2.185320991460705
2610203C22Rik,UP,2.185290133559333
Ltc4s,UP,2.179672435294515
Lgals8,UP,2.1773293239374065
Slc7a8,UP,2.1743950324984964
Slc46a1,UP,2.1705411124395617
Chn2,UP,2.1655430987815447
Hspa8,UP,2.1606081024647557
Rin3,UP,2.160295531799545
Mpeg1,UP,2.1599466377529293
Pnrc1,UP,2.159691993623543
B4galt1,UP,2.1595050404438014
Errfi1,UP,2.156195395558857
Crot,UP,2.1561917116947025
Lrch4-sap25,UP,2.150875781580279
Hps4,UP,2.1503304018882012
Bcl2a1b,UP,2.147809507394416
Parp4,UP,2.1475372380530566
B230206F22Rik,UP,2.145535769362825
AI987944,UP,2.1447324952520304
Frrs1,UP,2.1420459076050506
Msrb2,UP,2.1403134079201998
Siglec5,UP,2.1397756535403167
Lipe,UP,2.1370140128005253
Tgif1,UP,2.1365121018103608
Cyld,UP,2.1358602722997433
9830147E19Rik,UP,2.135844830130124
Acox3,UP,2.134113111084251
Crebl2,UP,2.126039616111993
Gpr84,UP,2.1260306307052264
Fes,UP,2.1256947709709966
Fmnl3,UP,2.124899745805534
Was,UP,2.12399446683651
Endod1,UP,2.1238942120447537
Krcc1,UP,2.12146550885094
Otud1,UP,2.1176456080320545
Zfp111,UP,2.1156648679856556
Ptpn6,UP,2.114408340002249
Cd14,UP,2.1132446555969318
Rap1b,UP,2.1112036267631216
Med12l,UP,2.1097112460308582
Rassf2,UP,2.1034877439212263
Gm6548,UP,2.1022470319591116
Parp14,UP,2.100159997864214
Fam45a,UP,2.099773463645653
Arap3,UP,2.0975689554667634
Hk3,UP,2.09632956165863
Maml2,UP,2.0960062726422795
A630033H20Rik,UP,2.095142747744108
Git2,UP,2.0948247387175862
Hist1h2bc,UP,2.0929681418567223
Whrn,UP,2.0914514820794485
Abcd2,UP,2.0900339288300027
Gpr65,UP,2.0893321360627852
Sparc,UP,2.088497895960137
Csgalnact2,UP,2.0857568217516107
C130050O18Rik,UP,2.085213542928055
Pon3,UP,2.0828143305355624
Pnpla7,UP,2.0824761816453004
Ccdc93,UP,2.077992323813966
St6galnac4,UP,2.07745364500136
Pigv,UP,2.073380071608699
Fli1,UP,2.0729236764914365
Fyb,UP,2.0719776206069396
Fosb,UP,2.0674978648849938
Klhl6,UP,2.0673225186188855
Zfp951,UP,2.0671878152807026
Eef2k,UP,2.0669013524792486
Abcc4,UP,2.063883756238337
Engase,UP,2.059941299018896
Sykb,UP,2.0578764094265987
Sirpa,UP,2.057866203155639
Coro2a,UP,2.0569819671243237
Atf1,UP,2.0568057554422112
Laptm5,UP,2.054989334276852
Slc9a7,UP,2.053941203128151
Ehhadh,UP,2.0527956858796443
Reep5,UP,2.0470572423938944
Cep68,UP,2.0429649371736014
Parp9,UP,2.042678122536111
Filip1l,UP,2.041569271368181
Accs,UP,2.040773266656325
Hist2h3c1,UP,2.037713786802755
Fcer1g,UP,2.036805004781693
Bag3,UP,2.0317730941837837
Morc3,UP,2.0312805473756526
Eps8l2,UP,2.0297090907449995
Slc9a9,UP,2.023631842358947
Ube2j1,UP,2.022957029981311
Fgd3,UP,2.0215546762576806
Dpy19l4,UP,2.0193093399872604
Ncf4,UP,2.0149824265759704
Taz,UP,2.014733096645076
Dst,UP,2.0137246577114407
Rhoq,UP,2.013251111560528
Pik3r6,UP,2.0127843459585653
Gm694,UP,2.012709655196134
D6Wsu163e,UP,2.0117199568747512
Plxnb3,UP,2.009374710969129
Eif4e3,UP,2.00897887376593
Zfp120,UP,2.0087365660882845
Psap,UP,2.0081690140804036
Pdgfb,UP,2.0079758949407416
Cd83,UP,2.006943543902481
Zmynd15,UP,2.0066863016342245
Gimap1,UP,1.997403797049831
Chpt1,UP,1.9917523155620838
Serinc1,UP,1.9912725753755165
Tmem30a,UP,1.9882266248488898
Plek,UP,1.987913521936876
Dnajb1,UP,1.986820489821721
Znfx1,UP,1.984355722383021
Acsl4,UP,1.9841478534912023
LOC547349,UP,1.9813208830593536
Elf1,UP,1.9800592160403947
Psd4,UP,1.9792894206524583
Fam116a,UP,1.9780519942850294
Nav3,UP,1.9761936705540022
Ifngr2,UP,1.9759948607636277
Mcl1,UP,1.9743857006190408
Ctla2b,UP,1.9734974040773843
Fermt3,UP,1.9734060093559063
Ubash3b,UP,1.9727796218305416
Tmem71,UP,1.972639995806434
Pwwp2a,UP,1.9715954559366864
Mgat1,UP,1.9692064254601918
Ecm2,UP,1.9677645095293768
Prkab1,UP,1.9671775430195433
Ifih1,UP,1.9666306327864396
Phospho2,UP,1.965557763773285
Fhod1,UP,1.9636082668318164
Lnpep,UP,1.959342505521724
Nfkbia,UP,1.9591286060475988
Gm13476,UP,1.9586659232171026
Irf4,UP,1.9576462396367553
Cybasc3,UP,1.9558575836406094
Fgl2,UP,1.954017353178177
Clk4,UP,1.948953042344903
Arid4a,UP,1.9489483463334067
A230046K03Rik,UP,1.9466022229327145
Cd2ap,UP,1.9456316688313204
Ticam2,UP,1.943227544403356
Xbp1,UP,1.9413336746979089
Sh3bp1,UP,1.940590620459119
Cul4b,UP,1.9391221939005556
Thrb,UP,1.9390410115716683
Rrbp1,UP,1.9374396861445093
4933421E11Rik,UP,1.9371041776083138
Tapbp,UP,1.9349398663978015
Yipf6,UP,1.9324789478411115
Rab3gap1,UP,1.9322759028793517
Tmem87a,UP,1.9316903886754138
