,Upregulated,Downregulated
2966,,Igfbp5
2967,,Igfbp4
2968,,Cyr61
2969,,Ap2m1
2970,,Ap3s1
2971,,Idh1
2972,,Ap3s2
2973,,Apbb1
2974,,Apex1
2975,,Trim25
2976,,Zbtb17
2977,,Krt18
2978,,Lamc1
2979,,Xrcc1
2980,,Lama4
2981,,Ywhae
2982,,Actg1
2983,,Zic2
2984,,Kifap3
2985,,Kif11
2986,,Khsrp
2987,,Kdr
2988,,Pou6f1
2989,,Psma1
2990,,Hdgfrp2
2991,,Psma4
2992,,Drg1
2993,,Nufip1
2994,,Hells
2995,,Psma5
2996,,Slc27a1
2997,,Rpl27a
2998,,E2f5
2999,,Dvl3
3000,,Dvl2
3001,,Psmb3
3002,,Psmb2
3003,,Psma7
3004,,Psma6
3005,,Pla2g7
3006,,Dmd
3007,,Dll1
3008,,Dffb
3009,,Dhcr7
3010,,Map2k6
3011,,Mapk1
3012,,Tnfrsf12a
3013,,Nubp2
3014,,Nubp1
3015,,Lypla2
3016,,Eif4ebp1
3017,,Eif4e
3018,,Ddx19a
3019,,Cops6
3020,,H3f3a
3021,,Hars
3022,,Aimp1
3023,,Eln
3024,,H1f0
3025,,Eif2s3x
3026,,Elk1
3027,,Slc39a7
3028,,Ncdn
3029,,Rps11
3030,,Cops5
3031,,Hdac2
3032,,Hdc
3033,,Syn3
3034,,Rpl7a
3035,,Hcfc1
3036,,G3bp1
3037,,Trappc3
3038,,Eef2
3039,,Rcn2
3040,,Cops3
3041,,Slc7a11
3042,,Phc1
3043,,Slc27a4
3044,,Ednrb
3045,,Mpdu1
3046,,Spry2
3047,,Sh3bp5
3048,,Cstb
3049,,Csrp2
3050,,Csrp1
3051,,Cdk2ap1
3052,,Epb4.1l3
3053,,Hsf2
3054,,Ctsb
3055,,Hspg2
3056,,Ndst1
3057,,Ddost
3058,,Gadd45a
3059,,Slc25a10
3060,,Dck
3061,,Hn1
3062,,Prmt5
3063,,Mapkbp1
3064,,Hint1
3065,,Sepx1
3066,,Fto
3067,,Hmgn1
3068,,Hmgb2
3069,,Hmgcr
3070,,Rps26
3071,,Hmgcs2
3072,,Ing1
3073,,Sergef
3074,,Angptl2
3075,,Ip6k1
3076,,Clcn6
3077,,Ptdss2
3078,,Cd97
3079,,Ugt1a2
3080,,Mbd3
3081,,Fkbp1a
3082,,Stom
3083,,Galc
3084,,Smc2
3085,,B4galnt1
3086,,Mt1
3087,,Ppm1g
3088,,Odc1
3089,,Bop1
3090,,Fbn1
3091,,Fen1
3092,,Cpe
3093,,Mtpn
3094,,Pam
3095,,Fstl1
3096,,H2-Ke6
3097,,Emg1
3098,,Il2rg
3099,,Grcc10
3100,,Leprel2
3101,,Slc37a4
3102,,Gpr162
3103,,Foxm1
3104,,Gnb4
3105,,Lrpap1
3106,,Flot1
3107,,Ganab
3108,,Tcf4
3109,,Erh
3110,,Tcp1
3111,,Ercc2
3112,,Ercc1
3113,,Grik5
3114,,Slc9a3r1
3115,,Usp5
3116,,Zfp346
3117,,Enc1
3118,,Ecsit
3119,,Gtl3
3120,,Emd
3121,,Epha4
3122,,Mprip
3123,,Gss
3124,,Snap91
3125,,Rps3
3126,,Rpl8
3127,,Faf1
3128,,Gnl1
3129,,Gla
3130,,Glud1
3131,,Ppp1cc
3132,,Atp6v0d1
3133,,Gja4
3134,,Fasn
3135,,Ewsr1
3136,,Gpi1
3137,,Aoah
3138,,Sh3gl1
3139,,Ezh2
3140,,Srp9
3141,,Sema3c
3142,,S100a8
3143,,F8a
3144,,Sf3a2
3145,,Gnb2l1
3146,,Atp1b2
3147,,Gpc4
3148,,Akt3
3149,,Impdh1
3150,,Cdk1
3151,,Cdc25a
3152,,Vegfb
3153,,Ywhaq
3154,,Hax1
3155,,Lamb1
3156,,Hs2st1
3157,,Col5a2
3158,,Cdh2
3159,,Cfl2
3160,,Ybx1
3161,,Vim
3162,,Lin7c
3163,,Mapk7
3164,,Cox5a
3165,,Cox6a1
3166,,Timm10
3167,,Map2k5
3168,,Vdac1
3169,,Kif3c
3170,,Limd1
3171,,Col1a2
3172,,Coro1c
3173,,Cenpb
3174,,Cirbp
3175,,Vars
3176,,Pmm1
3177,,Cnn2
3178,,Tnfrsf19
3179,,Cfdp1
3180,,Cxcr7
3181,,Itgal
3182,,Car14
3183,,Dctn6
3184,,Capn10
3185,,Ndrg3
3186,,Wbp5
3187,,Klc1
3188,,Vtn
3189,,Pigq
3190,,Fkbp3
3191,,Farsb
3192,,Wiz
3193,,Fbln5
3194,,Fbxw5
3195,,Eif3e
3196,,Cdkn1a
3197,,Wdr1
3198,,Arih2
3199,,Zfp354c
3200,,Txn1
3201,,Igfbp2
3202,,Igfbp3
3203,,Tulp3
3204,,Mycl1
3205,,Pcbp1
3206,,Eci2
3207,,Papss1
3208,,Cct2
3209,,Cetn3
3210,,Prkra
3211,,Ubb
3212,,Med24
3213,,Vps45
3214,,Id3
3215,,Cfl1
3216,,Tsn
3217,,Cbx1
3218,,Psmc4
3219,,Tuba1a
3220,,Timm13
3221,,Tuba1b
3222,,Psmd13
3223,,Tubb5
3224,,Acox1
3225,,Lpl
3226,,Sfrp1
3227,,Clic4
3228,,Zfp259
3229,,Kif2a
3230,,Timm8b
3231,,Lgals1
3232,,Mta2
3233,,Abt1
3234,,Crcp
3235,,Kif3a
3236,,Uck1
3237,,Cd1d1
3238,,Cry1
3239,,Cct7
3240,,Ufd1l
3241,,Cct5
3242,,Samd1
3243,,Luc7l
3244,,Nt5c
3245,,Slc39a1
3246,,Copg
3247,,Nckap1
3248,,Lox
3249,,Snrpa
3250,,Tmed1
3251,,Mrpl2
3252,,Itprip
3253,,Snx3
3254,,Tmem167
3255,,Ugt1a1
3256,,Lgals3
3257,,Rbm3
3258,,Ddx39
3259,,Wbp1
3260,,Trmt1
3261,,Rpl3
3262,,Srr
3263,,Cdk2
3264,,Rpl13
3265,,Atxn7l3
3266,,Ctps
3267,,Rnf10
3268,,Mapk8
3269,,Ado
3270,,Gnb2
3271,,Tomm40
3272,,Ttll1
3273,,Tmem8
3274,,Rpgr
3275,,Ranbp1
3276,,Mllt1
3277,,Arl2
3278,,Pus1
3279,,Kit
3280,,Wars
3281,,Tmem2
3282,,Wdr4
3283,,Trp53
3284,,Wdr8
3285,,Faim
3286,,Arhgef10
3287,,Stk11
3288,,Stam
3289,,Nudc
3290,,Vat1
3291,,Pdcd6
3292,,Islr
3293,,Cad
3294,,Set
3295,,Nrp
3296,,N4bp2
3297,,Zfp2
3298,,Akap1
3299,,Arl6
3300,,Fastk
3301,,Trappc1
3302,,Arhgap1
3303,,Prep
3304,,Psd
3305,,Rps2
3306,,Tmem11
3307,,Ncaph
3308,,Usp3
3309,,Pdcd2
3310,,Phb
3311,,Btbd1
3312,,Glrx
3313,,Mrpl3
3314,,Wdr5
3315,,Ptk2
3316,,Zfp60
3317,,Ogfr
3318,,Cdk5
3319,,Trim2
3320,,Cttn
3321,,Pcdhga1
3322,,Parp1
3323,,Cxcl1
3324,,Ddx1
3325,,Hgs
3326,,Hadh
3327,,Hdgf
3328,,Pcdh1
3329,,Rad54l
3330,,Cs
3331,,Bcl2
3332,,Bnip3
3333,,Smo
3334,,Vcp
3335,,Zdhhc1
3336,,Lhfp
3337,,Zfp28
3338,,Zfp61
3339,,Zfp46
3340,,C3
3341,,Rplp2
3342,,Cnih
3343,,Mmd
3344,,Tmem194
3345,,Qpct
3346,,Rpl18
3347,,Slc25a1
3348,,Amot
3349,,Tmem18
3350,,Prpf4
3351,,Tmem17
3352,,Rps6
3353,,Atad2
3354,,Afap1
3355,,Ubap2
3356,,Lrrc1
3357,,Ran
3358,,Prune
3359,,Wdr45
3360,,Mettl2
